name,name_en,device,registry_key,action_count,function_count,atom_actions,description,description_en,categories,tags
ACQ2106-TIGA 模块化数据采集机箱,ACQ2106-TIGA modular data acquisition chassis,acq2106_tiga,acq2106_tiga,2,144,auto-load_dio482pg|auto-set_DO,这是一种模块化实验数据采集机箱，用于连接多个采集或数字 I/O 站点并完成瞬态信号采集、实时数据流传输以及实验触发/时序联动。根据暴露出的功能，它也可配合数字输出与模式发生资源，用于实验装置的触发控制和时序编排。,"This is a modular laboratory data acquisition chassis used to host multiple acquisition or digital I/O sites for transient signal capture, live data streaming, and experiment trigger/timing coordination. Based on the exposed functions, it can also work with digital outputs and pattern-generation resources for trigger control and timing sequencing in lab setups.",模块化高速数据采集机箱,实验执行&合成设备|表征设备|实验室自动化与仪器集成|电子与电气测试|实验仪器数据采集与联机控制|瞬态信号采集与同步触发测量|模块化高速数据采集机箱
ACQ400数据采集机箱,ACQ400 Data Acquisition Chassis,acq400e,acq400e,11,22,auto-caget|auto-caput|auto-clean|auto-clearpv|auto-get_sites|auto-int_statemon|auto-monitor|auto-pv_callback|auto-readpv|auto-stop_stream|auto-stream_to_disk,ACQ400是一类模块化高速数据采集机箱，用于在实验中采集、监测并流式保存模拟量或数字量信号。它通常集成多个采集站点或插槽，可通过EPICS过程变量进行状态监控、参数访问和连续数据记录，适用于物理实验、工程测试和装置诊断。,"The ACQ400 is a modular high-speed data acquisition chassis used in laboratories to acquire, monitor, and stream analog or digital signals to storage. It typically includes multiple acquisition sites or slots and is operated through EPICS process variables for status monitoring, parameter access, and continuous data recording in physics experiments, engineering tests, and system diagnostics.",模块化高速数据采集机箱,表征设备|实验室自动化与仪器集成|电子与电气测试|实验仪器数据采集与联机控制|瞬态信号采集与同步触发测量|模块化高速数据采集机箱
数据采集流水线阶段,Acquisition Pipeline Stage,acquisition_stage,acquisition_stage,11,29,auto-build|auto-configureStage|auto-numProcess|auto-outputQueue|auto-processes|auto-setArgs|auto-stage|auto-start|auto-startTrainID|auto-stop|auto-stopTrainID,用于实验数据采集系统中的单个处理阶段的软件组件，负责在采集流水线中组织进程、队列和消息传递，并可配置具体处理类。它常用于高通量实验或探测器数据流的在线处理、分发、预处理以及按批次标识保存数据。,"A software component representing a single stage in an experimental data acquisition pipeline. It manages processes, queues, and message passing, and can be configured with a specific processing class. It is used for online handling, routing, preprocessing, and train-ID-based saving of streaming experimental or detector data.",数据采集流水线处理节点,表征设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|数据采集流水线处理节点
带ROI统计功能的面阵探测器,Area Detector with ROI Statistics,ad_roi_stat,ad_roi_stat,39,55,auto-ContinuousMode|auto-FileCaptureOff|auto-FileCaptureOn|auto-FileWriteComplete|auto-NDArrayMode|auto-ROIMode|auto-ScalerMode|auto-arm|auto-close_shutter|auto-config_filesaver|auto-config_shutter|auto-disarm|auto-fileGet|auto-filePut|auto-file_write_complete|auto-getFileName|auto-getFileNameByIndex|auto-getFileNumber|auto-getFilePath|auto-getFileTemplate|auto-getLastFileName|auto-getNextFileName|auto-getNumCapture|auto-getNumCaptured_RBV|auto-get_next_filename|auto-nextFileNumber|auto-open_shutter|auto-post_scan|auto-pre_scan|auto-save_arraydata|auto-setFileName|auto-setFileNumCapture|auto-setFileNumber|auto-setFilePath|auto-setFileTemplate|auto-setFileWriteMode|auto-set_dwelltime|auto-start|auto-stop,用于实验成像的面阵探测器系统，可采集二维图像并对感兴趣区域（ROI）进行强度或计数统计。常用于同步辐射束线、X射线成像和通用扫描实验中的在线监测、快门联动与文件存储。,"A 2D area detector system for experimental imaging that acquires images and computes intensity or count statistics in selected regions of interest (ROIs). It is commonly used in beamline, X-ray, and general scan-based experiments for online monitoring, shutter coordination, and file saving.",面阵探测器,表征设备|智慧表征与检测中心|物化表征测试中心|X射线成像与束线探测|面阵探测器
OPC-UA 地址空间构建器,OPC-UA Address Space Builder,address_space_builder,address_space_builder,2,14,auto-build|auto-get_variable_indices,这是一个用于 OPC-UA 服务器的数据模型构建软件组件，可根据配置生成变量节点、结构体对象及数组节点，并维护变量索引、节点权限与变量映射。它常用于实验室自动化或仪器集成场景中组织设备数据点与通信地址空间。,"This is a software component for building an OPC-UA server data model. It creates variable nodes, structured objects, and array nodes from configuration, and maintains variable indices, node permissions, and variable mappings. It is commonly used in laboratory automation or instrument integration workflows to organize device data points and communication address spaces.",OPC-UA地址空间构建器,实验执行&合成设备|实验室自动化与仪器集成|实验仪器通信与驱动集成|OPC-UA服务器建模与地址空间管理|OPC-UA地址空间构建器
ADN4604/ADN4605 高速数字交叉点开关,ADN4604/ADN4605 High-Speed Digital Crosspoint Switch,adn_xpt,adn_xpt,14,40,auto-assign_output|auto-init|auto-input_config|auto-io_config|auto-output_table|auto-read_register|auto-reset|auto-rx_config|auto-rx_termination|auto-set_termination|auto-tx_config|auto-tx_termination|auto-write_register|auto-xpt_update,ADN4604/ADN4605 是一类高速数字交叉点交换芯片，用于将多个输入通道灵活映射到多个输出通道，并可配置收发通道相关参数，如均衡、驱动、信号选项和端接。实验室中常用于高速数字链路的路由、切换、通道分配与链路调试。,"The ADN4604/ADN4605 is a family of high-speed digital crosspoint switch ICs used to flexibly route multiple input channels to multiple output channels. It supports configuration of transmitter and receiver related settings such as equalization, drive, signal options, and termination. In laboratories, it is commonly used for high-speed digital link routing, switching, channel assignment, and link debugging.",数字交叉点开关,实验执行&合成设备|电子与电气测试|射频与电子电路测试|高速数字链路路由与调试|数字交叉点开关
倍福PLC控制器,Beckhoff PLC controller,ads_symbol,ads_symbol,9,23,auto-add_device_notification|auto-auto_update|auto-clear_device_notifications|auto-del_device_notification|auto-get_type_from_str|auto-is_structure|auto-read|auto-value|auto-write,一种用于工业自动化的可编程逻辑控制器（PLC）或工业控制器，可通过 ADS 暴露内部变量与符号。在实验室中常用于设备联锁、顺序控制、I/O 信号采集、执行器控制以及过程状态监测。,"A programmable logic controller (PLC) or industrial controller used for industrial automation, exposing internal variables and symbols over ADS. In laboratory systems it is commonly used for equipment interlocks, sequence control, I/O acquisition, actuator control, and process-state monitoring.",PLC控制器,实验执行&合成设备|实验室自动化与仪器集成|实验仪器数据采集与联机控制|实验仪器通信与驱动集成|PLC控制与设备联锁|PLC控制器
任意函数发生器,Arbitrary Function Generator,afg3021b,afg3021b,1,8,auto-idn,Tektronix AFG3021B 是一款台式任意函数发生器，用于产生标准波形和自定义波形电信号，常用于电子电路测试、仪器联调、教学实验以及一般实验室信号激励。,"The Tektronix AFG3021B is a benchtop arbitrary function generator used to produce standard and user-defined electrical waveforms. It is commonly used for electronics testing, instrument setup, teaching labs, and general laboratory signal stimulation.",任意函数发生器,实验执行&合成设备|电子与电气测试|射频与电子电路测试|任意函数发生器
电动直线位移台,Motorized Linear Translation Stage,afms,afms,6,15,auto-close|auto-estop|auto-get_position|auto-goto|auto-home|auto-move,这是一种通过 Arduino 与电机驱动板控制的单轴电动直线位移装置，带有限位开关，可通过 USB 串口进行回零、相对移动和绝对定位。它常用于实验室中对样品、探针、传感器或机构进行毫米级的一维位置调整。,"This is a single-axis motorized linear translation device controlled by an Arduino and motor shield, with limit switches and USB serial communication for homing, relative motion, and absolute positioning. It is commonly used in laboratories for one-dimensional millimeter-scale positioning of samples, probes, sensors, or mechanical fixtures.",电动直线位移台,物流/机械|实验室自动化与仪器集成|样品/探针定位与运动控制|电动直线位移台
函数/任意波形发生器,Function / Arbitrary Waveform Generator,agilent33210_a,agilent33210_a,6,13,auto-beep|auto-config|auto-config_burst|auto-config_free_running_burst|auto-send|auto-trigger,这是一台台式函数/任意波形发生器，用于输出可控的正弦波等测试信号，并可进行触发与突发输出设置。它常用于电子电路调试、仪器联调、激励信号注入和实验室通用信号源应用。,"This is a benchtop function/arbitrary waveform generator used to produce controlled test signals such as sine waves, with support for triggering and burst-style output. It is commonly used for electronic circuit testing, instrument synchronization, stimulus injection, and general laboratory signal-source tasks.",任意函数发生器,实验执行&合成设备|电子与电气测试|射频与电子电路测试|任意函数发生器
Agilent/Keysight 33220A 函数/任意波形发生器,Agilent/Keysight 33220A Function/Arbitrary Waveform Generator,agilent33220a,agilent33220a,8,11,auto-duty_cycle|auto-function|auto-load_resistance|auto-output|auto-output_polarity|auto-output_sync|auto-phase|auto-ramp_symmetry,这是一款 20 MHz 台式函数/任意波形发生器，可输出常见测试波形并调节频率、相位、占空比、负载与输出极性等参数，常用于电子电路测试、信号激励、教学实验和通用实验室信号源应用。,"This is a 20 MHz benchtop function/arbitrary waveform generator used to produce common test waveforms with adjustable frequency, phase, duty cycle, load setting, and output polarity. It is commonly used for electronic circuit testing, signal stimulation, teaching labs, and general laboratory signal-source applications.",任意函数发生器,实验执行&合成设备|电子与电气测试|射频与电子电路测试|任意函数发生器
台式数字万用表,Bench Digital Multimeter,agilent34410a,agilent34410a,10,17,auto-abort|auto-clear_memory|auto-data_point_count|auto-fetch|auto-init|auto-r|auto-read_data|auto-read_data_nvmem|auto-read_last_data|auto-read_meter,这是一款安捷伦 34410A 系列 6.5 位台式数字万用表，用于实验室中的高精度电学测量，如电压、电流、电阻等参数测试。该类仪器常用于台架测试、自动化测量以及带内部读数存储的采样记录场景。,"This is an Agilent 34410A-series 6.5-digit bench digital multimeter used for precise electrical measurements in laboratories, such as voltage, current, and resistance. Instruments in this class are commonly used for bench testing, automated measurement setups, and buffered data acquisition with internal reading memory.",数字万用表,表征设备|电子与电气测试|电压监测与传感器信号采集|实验仪器数据采集与联机控制|数字万用表
安捷伦 DSO7054 数字存储示波器,Agilent DSO7054 Digital Storage Oscilloscope,agilent_dso7054_wrapper,agilent_dso7054_wrapper,19,28,auto-autoscale|auto-channel_coupling|auto-channel_info|auto-channel_invert|auto-channel_position|auto-channel_probe|auto-channel_scale|auto-channel_toggle|auto-clear_buffers|auto-horizontal_offset|auto-horizontal_scale|auto-measure|auto-measure_setup|auto-reset|auto-trace|auto-trigger_channel|auto-trigger_level|auto-trigger_mode|auto-trigger_slope,一款台式数字存储示波器，用于观察、触发、采集和测量电压随时间变化的波形，常用于电子电路、射频系统和实验装置中的信号调试与时域分析。,"A benchtop digital storage oscilloscope used to view, trigger on, acquire, and measure voltage waveforms over time. It is commonly used for signal debugging and time-domain analysis in electronics, RF systems, and laboratory experiments.",数字存储示波器,表征设备|电子与电气测试|射频与电子电路测试|瞬态信号采集与同步触发测量|数字存储示波器
安捷伦 E4406A 矢量信号分析仪,Agilent E4406A Vector Signal Analyzer,agilent_e4406_a,agilent_e4406_a,20,37,auto-MeasureIQ|auto-VOID|auto-aper|auto-concatenator|auto-decim|auto-decimated_bw|auto-frequency|auto-iq|auto-iqinit|auto-iqrelease|auto-measure_power_at_marker|auto-resbw|auto-resbw_ratio|auto-rfgain|auto-screenshot|auto-span|auto-stateiq|auto-time|auto-trace|auto-trace_prototype,这是一台台式射频频谱/矢量信号分析仪，可对无线与射频信号进行频谱观察、标记功率测量、带宽相关设置以及 IQ 数据采集。它常用于发射机表征、频谱监测、调制分析和射频实验调试。,"This is a benchtop RF spectrum/vector signal analyzer used to observe signal spectra, measure marker power, configure bandwidth-related settings, and capture IQ data. It is commonly used for transmitter characterization, spectrum monitoring, modulation analysis, and RF lab troubleshooting.",矢量信号分析仪,表征设备|电子与电气测试|射频与电子电路测试|矢量信号分析仪
