device,registry_key,short_description,categories,tags,action_count,atom_actions,action_titles,function_count,info_txt
acq2106,acq2106,Acq2106是由D-TACQ Solutions生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-set_MR|auto-set_master_trg|auto-set_mb_clk|auto-set_sync_routing_slave|auto-wr_PPS_active,set_MR|set_master_trg|set_mb_clk|set_sync_routing_slave|wr_PPS_active,134,Uni-Lab-OS/community_drivers/acq2106/info.txt
acq2106__mgtdram8,acq2106__mgtdram8,Acq2106 Mgtdram8是由D-TACQ Solutions生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),2,auto-create_mgtdram_pull_client|auto-run_mgt,create_mgtdram_pull_client|run_mgt,134,Uni-Lab-OS/community_drivers/acq2106__mgtdram8/info.txt
acq2106_tiga,acq2106_tiga,Acq2106 Tiga是由D-TACQ Solutions生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),2,auto-load_dio482pg|auto-set_DO,load_dio482pg|set_DO,134,Uni-Lab-OS/community_drivers/acq2106_tiga/info.txt
acq400e,acq400e,Acq400e是由D-TACQ Solutions生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),11,auto-caget|auto-caput|auto-clean|auto-clearpv|auto-get_sites|auto-int_statemon|auto-monitor|auto-pv_callback|auto-readpv|auto-stop_stream|auto-stream_to_disk,caget|caput|clean|clearpv|get_sites|int_statemon|monitor|pv_callback|readpv|stop_stream|stream_to_disk,11,Uni-Lab-OS/community_drivers/acq400e/info.txt
acquisition_stage,acquisition_stage,Acquisition Stage是一款实验执行&合成设备，主要功能包括停止、参数配置、启动、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),11,auto-build|auto-configureStage|auto-numProcess|auto-outputQueue|auto-processes|auto-setArgs|auto-stage|auto-start|auto-startTrainID|auto-stop|auto-stopTrainID,build|configureStage|numProcess|outputQueue|processes|setArgs|stage|start|startTrainID|stop|stopTrainID,22,Uni-Lab-OS/community_drivers/acquisition_stage/info.txt
ad_roi_stat,ad_roi_stat,EPICS Area Detector ROI Statistics Plugin是由EPICS / Argonne National Laboratory生产的X射线衍射仪，主要功能包括停止、关闭、写入数据、启动、打开、扫描。,X射线衍射仪,X射线衍射仪(device_template_tag),39,auto-ContinuousMode|auto-FileCaptureOff|auto-FileCaptureOn|auto-FileWriteComplete|auto-NDArrayMode|auto-ROIMode|auto-ScalerMode|auto-arm|auto-close_shutter|auto-config_filesaver|auto-config_shutter|auto-disarm|auto-fileGet|auto-filePut|auto-file_write_complete|auto-getFileName|auto-getFileNameByIndex|auto-getFileNumber|auto-getFilePath|auto-getFileTemplate|auto-getLastFileName|auto-getNextFileName|auto-getNumCapture|auto-getNumCaptured_RBV|auto-get_next_filename|auto-nextFileNumber|auto-open_shutter|auto-post_scan|auto-pre_scan|auto-save_arraydata|auto-setFileName|auto-setFileNumCapture|auto-setFileNumber|auto-setFilePath|auto-setFileTemplate|auto-setFileWriteMode|auto-set_dwelltime|auto-start|auto-stop,ContinuousMode|FileCaptureOff|FileCaptureOn|FileWriteComplete|NDArrayMode|ROIMode|ScalerMode|arm|close_shutter|config_filesaver|config_shutter|disarm|fileGet|filePut|file_write_complete|getFileName|getFileNameByIndex|getFileNumber|getFilePath|getFileTemplate|getLastFileName|getNextFileName|getNumCapture|getNumCaptured_RBV|get_next_filename|nextFileNumber|open_shutter|post_scan|pre_scan|save_arraydata|setFileName|setFileNumCapture|setFileNumber|setFilePath|setFileTemplate|setFileWriteMode|set_dwelltime|start|stop,49,Uni-Lab-OS/community_drivers/ad_roi_stat/info.txt
address_space_builder,address_space_builder,Address Space Builder是由OPC Foundation生产的专业实验设备。,后处理设备,后处理设备(experimental_step),2,auto-build|auto-get_variable_indices,build|get_variable_indices,8,Uni-Lab-OS/community_drivers/address_space_builder/info.txt
adn_xpt,adn_xpt,Analog Devices ADN Crosspoint Switch是由Analog Devices生产的专业实验设备。,实验执行&合成设备,实验执行&合成设备(experimental_step),14,auto-assign_output|auto-init|auto-input_config|auto-io_config|auto-output_table|auto-read_register|auto-reset|auto-rx_config|auto-rx_termination|auto-set_termination|auto-tx_config|auto-tx_termination|auto-write_register|auto-xpt_update,assign_output|init|input_config|io_config|output_table|read_register|reset|rx_config|rx_termination|set_termination|tx_config|tx_termination|write_register|xpt_update,34,Uni-Lab-OS/community_drivers/adn_xpt/info.txt
ads_symbol,ads_symbol,Ads Symbol是由Beckhoff Automation生产的后处理设备，主要功能包括写入数据、读取数据。,后处理设备,后处理设备(experimental_step),9,auto-add_device_notification|auto-auto_update|auto-clear_device_notifications|auto-del_device_notification|auto-get_type_from_str|auto-is_structure|auto-read|auto-value|auto-write,add_device_notification|auto_update|clear_device_notifications|del_device_notification|get_type_from_str|is_structure|read|value|write,17,Uni-Lab-OS/community_drivers/ads_symbol/info.txt
afg3021b,afg3021b,Tektronix AFG3021B Function Generator是由Tektronix生产的表征设备。,表征设备,表征设备(experimental_step),1,auto-idn,idn,2,Uni-Lab-OS/community_drivers/afg3021b/info.txt
afms,afms,Afms是由Adafruit Industries生产的实验执行&合成设备，主要功能包括停止、关闭、归零、设备连接、运动控制。,实验执行&合成设备,实验执行&合成设备(experimental_step),6,auto-close|auto-estop|auto-get_position|auto-goto|auto-home|auto-move,close|estop|get_position|goto|home|move,9,Uni-Lab-OS/community_drivers/afms/info.txt
agilent33210_a,agilent33210_a,Agilent33210 A是由Agilent Technologies生产的实验执行&合成设备，主要功能包括触发、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),6,auto-beep|auto-config|auto-config_burst|auto-config_free_running_burst|auto-send|auto-trigger,beep|config|config_burst|config_free_running_burst|send|trigger,7,Uni-Lab-OS/community_drivers/agilent33210_a/info.txt
agilent33220a,agilent33220a,Agilent 33220A Function Generator是由Keysight Technologies生产的表征设备，主要功能包括加载。,表征设备,表征设备(experimental_step),8,auto-duty_cycle|auto-function|auto-load_resistance|auto-output|auto-output_polarity|auto-output_sync|auto-phase|auto-ramp_symmetry,duty_cycle|function|load_resistance|output|output_polarity|output_sync|phase|ramp_symmetry,5,Uni-Lab-OS/community_drivers/agilent33220a/info.txt
agilent34410a,agilent34410a,Agilent34410a是由Agilent Technologies (Keysight)生产的表征设备，主要功能包括中止、初始化、读取数据。,表征设备,表征设备(experimental_step),10,auto-abort|auto-clear_memory|auto-data_point_count|auto-fetch|auto-init|auto-r|auto-read_data|auto-read_data_nvmem|auto-read_last_data|auto-read_meter,abort|clear_memory|data_point_count|fetch|init|r|read_data|read_data_nvmem|read_last_data|read_meter,11,Uni-Lab-OS/community_drivers/agilent34410a/info.txt
agilent_dso7054_wrapper,agilent_dso7054_wrapper,Agilent Dso7054 Wrapper是由Agilent Technologies (Keysight)生产的专业实验设备。,表征设备,表征设备(experimental_step),19,auto-autoscale|auto-channel_coupling|auto-channel_info|auto-channel_invert|auto-channel_position|auto-channel_probe|auto-channel_scale|auto-channel_toggle|auto-clear_buffers|auto-horizontal_offset|auto-horizontal_scale|auto-measure|auto-measure_setup|auto-reset|auto-trace|auto-trigger_channel|auto-trigger_level|auto-trigger_mode|auto-trigger_slope,autoscale|channel_coupling|channel_info|channel_invert|channel_position|channel_probe|channel_scale|channel_toggle|clear_buffers|horizontal_offset|horizontal_scale|measure|measure_setup|reset|trace|trigger_channel|trigger_level|trigger_mode|trigger_slope,22,Uni-Lab-OS/community_drivers/agilent_dso7054_wrapper/info.txt
agilent_e4406_a,agilent_e4406_a,"Agilent E4406 A是Agilent Technologies提供的设备驱动，提供frequency, frequency, span, span等28个控制接口。",实验执行&合成设备,实验执行&合成设备(experimental_step),20,auto-MeasureIQ|auto-VOID|auto-aper|auto-concatenator|auto-decim|auto-decimated_bw|auto-frequency|auto-iq|auto-iqinit|auto-iqrelease|auto-measure_power_at_marker|auto-resbw|auto-resbw_ratio|auto-rfgain|auto-screenshot|auto-span|auto-stateiq|auto-time|auto-trace|auto-trace_prototype,MeasureIQ|VOID|aper|concatenator|decim|decimated_bw|frequency|iq|iqinit|iqrelease|measure_power_at_marker|resbw|resbw_ratio|rfgain|screenshot|span|stateiq|time|trace|trace_prototype,30,Uni-Lab-OS/community_drivers/agilent_e4406_a/info.txt
agilent_e44nn,agilent_e44nn,Agilent E44nn是由Agilent Technologies生产的实验执行&合成设备，主要功能包括停止、启动、扫频。,实验执行&合成设备,实验执行&合成设备(experimental_step),25,auto-continuous|auto-detector|auto-external_gain|auto-frequency|auto-frequency_center|auto-frequency_span|auto-frequency_start|auto-frequency_stop|auto-input_attenuator|auto-input_attenuator_auto|auto-reference_level|auto-resolution_bandwidth|auto-resolution_bandwidths|auto-screenshot|auto-select|auto-sweep_points|auto-sweep_points_max|auto-sweep_time|auto-trace|auto-trace_data|auto-trace_sa|auto-trace_type|auto-unit_power|auto-video_bandwidth|auto-view_range,continuous|detector|external_gain|frequency|frequency_center|frequency_span|frequency_start|frequency_stop|input_attenuator|input_attenuator_auto|reference_level|resolution_bandwidth|resolution_bandwidths|screenshot|select|sweep_points|sweep_points_max|sweep_time|trace|trace_data|trace_sa|trace_type|unit_power|video_bandwidth|view_range,45,Uni-Lab-OS/community_drivers/agilent_e44nn/info.txt
agilent_e8357_a,agilent_e8357_a,"Agilent E8357 A是Agilent Technologies提供的设备驱动，提供trace, catalog, readX, readS等16个控制接口。",实验执行&合成设备,实验执行&合成设备(experimental_step),11,auto-bandwidth|auto-catalog|auto-points|auto-readS|auto-readX|auto-reference|auto-screenshot|auto-sourcepower|auto-start|auto-stop|auto-trace,bandwidth|catalog|points|readS|readX|reference|screenshot|sourcepower|start|stop|trace,17,Uni-Lab-OS/community_drivers/agilent_e8357_a/info.txt
agilent_n9010_a_wrapper,agilent_n9010_a_wrapper,Agilent N9010 A Wrapper是由Agilent Technologies (Keysight)生产的专业实验设备。,表征设备,表征设备(experimental_step),29,auto-amplitudeOffset|auto-amplitudeReference|auto-amplitudeScale|auto-attenuation|auto-autoset|auto-bandwidthResolution|auto-bandwidthSweepTime|auto-bandwidthVideo|auto-clear_buffers|auto-frequencyCenter|auto-frequencySpan|auto-frequencyStart|auto-frequencyStop|auto-getTrace|auto-markerAmplitude|auto-markerFrequency|auto-markerMode|auto-markerReadoutMode|auto-markerToggle|auto-markerTrace|auto-markerTrack|auto-peakExcursion|auto-peakNext|auto-peakSearch|auto-peakSet|auto-peakTable|auto-peakThreshold|auto-preamplifier|auto-reset,amplitudeOffset|amplitudeReference|amplitudeScale|attenuation|autoset|bandwidthResolution|bandwidthSweepTime|bandwidthVideo|clear_buffers|frequencyCenter|frequencySpan|frequencyStart|frequencyStop|getTrace|markerAmplitude|markerFrequency|markerMode|markerReadoutMode|markerToggle|markerTrace|markerTrack|peakExcursion|peakNext|peakSearch|peakSet|peakTable|peakThreshold|preamplifier|reset,31,Uni-Lab-OS/community_drivers/agilent_n9010_a_wrapper/info.txt
agilent_serial,agilent_serial,Agilent 串口仪器接口 串口设备是由Agilent Technologies (Keysight)生产的实验执行&合成设备，主要功能包括停止、泵送、运行。,实验执行&合成设备,实验执行&合成设备(experimental_step),5,auto-egu|auto-info|auto-off|auto-on|auto-pressure,egu|info|off|on|pressure,13,Uni-Lab-OS/community_drivers/agilent_serial/info.txt
aguc2,aguc2,Newport AGUC-2 Agilis 电动位移台控制器 自动化设备是由Newport Corporation生产的专业实验设备。,物流/机械,物流/机械(experimental_step),18,auto-ag_query|auto-ag_sendcmd|auto-am_i_still|auto-axis|auto-axis_status|auto-enable_remote_mode|auto-error_previous_command|auto-firmware_version|auto-jog|auto-limit_status|auto-move_relative|auto-move_to_limit|auto-number_of_steps|auto-reset_controller|auto-sleep_time|auto-step_amplitude|auto-step_delay|auto-zero_position,ag_query|ag_sendcmd|am_i_still|axis|axis_status|enable_remote_mode|error_previous_command|firmware_version|jog|limit_status|move_relative|move_to_limit|number_of_steps|reset_controller|sleep_time|step_amplitude|step_delay|zero_position,14,Uni-Lab-OS/community_drivers/aguc2/info.txt
ai_channel,ai_channel,AI Channel是由National Instruments生产的实验执行&合成设备，主要功能包括使能、初始化、归零校准、打开、电压设置、读取数据。,实验执行&合成设备,实验执行&合成设备(experimental_step),200,auto-ai_ac_excit_freq|auto-ai_ac_excit_sync_enable|auto-ai_ac_excit_wire_mode|auto-ai_accel_4_wire_dc_voltage_sensitivity|auto-ai_accel_4_wire_dc_voltage_sensitivity_units|auto-ai_accel_charge_sensitivity|auto-ai_accel_charge_sensitivity_units|auto-ai_accel_db_ref|auto-ai_accel_sensitivity|auto-ai_accel_sensitivity_units|auto-ai_accel_units|auto-ai_acceld_b_ref|auto-ai_adc_custom_timing_mode|auto-ai_adc_timing_mode|auto-ai_atten|auto-ai_auto_zero_mode|auto-ai_averaging_win_size|auto-ai_bridge_balance_coarse_pot|auto-ai_bridge_balance_fine_pot|auto-ai_bridge_cfg|auto-ai_bridge_electrical_units|auto-ai_bridge_initial_ratio|auto-ai_bridge_initial_voltage|auto-ai_bridge_nom_resistance|auto-ai_bridge_physical_units|auto-ai_bridge_poly_forward_coeff|auto-ai_bridge_poly_reverse_coeff|auto-ai_bridge_scale_type|auto-ai_bridge_shunt_cal_enable|auto-ai_bridge_shunt_cal_gain_adjust|auto-ai_bridge_shunt_cal_select|auto-ai_bridge_shunt_cal_shunt_cal_a_actual_resistance|auto-ai_bridge_shunt_cal_shunt_cal_a_resistance|auto-ai_bridge_shunt_cal_shunt_cal_a_src|auto-ai_bridge_shunt_cal_shunt_cal_b_actual_resistance|auto-ai_bridge_shunt_cal_shunt_cal_b_resistance|auto-ai_bridge_table_electrical_vals|auto-ai_bridge_table_physical_vals|auto-ai_bridge_two_point_lin_first_electrical_val|auto-ai_bridge_two_point_lin_first_physical_val|auto-ai_bridge_two_point_lin_second_electrical_val|auto-ai_bridge_two_point_lin_second_physical_val|auto-ai_bridge_units|auto-ai_calculated_power_current_max|auto-ai_calculated_power_current_min|auto-ai_calculated_power_voltage_max|auto-ai_calculated_power_voltage_min|auto-ai_charge_units|auto-ai_chop_enable|auto-ai_coupling|auto-ai_current_acrms_units|auto-ai_current_shunt_loc|auto-ai_current_shunt_resistance|auto-ai_current_units|auto-ai_custom_scale|auto-ai_data_xfer_custom_threshold|auto-ai_data_xfer_max_rate|auto-ai_data_xfer_mech|auto-ai_data_xfer_req_cond|auto-ai_dc_offset|auto-ai_dev_scaling_coeff|auto-ai_dig_fltr_bandpass_center_freq|auto-ai_dig_fltr_bandpass_width|auto-ai_dig_fltr_coeff|auto-ai_dig_fltr_enable|auto-ai_dig_fltr_highpass_cutoff_freq|auto-ai_dig_fltr_lowpass_cutoff_freq|auto-ai_dig_fltr_notch_center_freq|auto-ai_dig_fltr_notch_width|auto-ai_dig_fltr_order|auto-ai_dig_fltr_response|auto-ai_dig_fltr_type|auto-ai_dither_enable|auto-ai_eddy_current_prox_sensitivity|auto-ai_eddy_current_prox_sensitivity_units|auto-ai_eddy_current_prox_units|auto-ai_enhanced_alias_rejection_enable|auto-ai_excit_actual_val|auto-ai_excit_d_cor_ac|auto-ai_excit_idle_output_behavior|auto-ai_excit_sense|auto-ai_excit_src|auto-ai_excit_use_for_scaling|auto-ai_excit_use_multiplexed|auto-ai_excit_val|auto-ai_excit_voltage_or_current|auto-ai_filter_delay|auto-ai_filter_delay_adjustment|auto-ai_filter_delay_units|auto-ai_filter_enable|auto-ai_filter_freq|auto-ai_filter_order|auto-ai_filter_response|auto-ai_force_iepe_sensor_sensitivity|auto-ai_force_iepe_sensor_sensitivity_units|auto-ai_force_read_from_chan|auto-ai_force_units|auto-ai_freq_hyst|auto-ai_freq_thresh_voltage|auto-ai_freq_units|auto-ai_gain|auto-ai_impedance|auto-ai_input_limits_fault_detect_enable|auto-ai_input_limits_fault_detect_lower_limit|auto-ai_input_limits_fault_detect_upper_limit|auto-ai_input_src|auto-ai_lead_wire_resistance|auto-ai_lossy_lsb_removal_compressed_samp_size|auto-ai_lowpass_cutoff_freq|auto-ai_lowpass_enable|auto-ai_lowpass_switch_cap_clk_src|auto-ai_lowpass_switch_cap_ext_clk_div|auto-ai_lowpass_switch_cap_ext_clk_freq|auto-ai_lowpass_switch_cap_out_clk_div|auto-ai_lvdt_sensitivity|auto-ai_lvdt_sensitivity_units|auto-ai_lvdt_units|auto-ai_max|auto-ai_meas_type|auto-ai_mem_map_enable|auto-ai_microphone_sensitivity|auto-ai_min|auto-ai_open_chan_detect_enable|auto-ai_open_thrmcpl_detect_enable|auto-ai_overcurrent_detect_enable|auto-ai_power_supply_fault_detect_enable|auto-ai_power_units|auto-ai_pressure_units|auto-ai_probe_atten|auto-ai_raw_data_compression_type|auto-ai_raw_samp_justification|auto-ai_raw_samp_size|auto-ai_remove_filter_delay|auto-ai_resistance_cfg|auto-ai_resistance_units|auto-ai_resolution|auto-ai_resolution_units|auto-ai_rng_high|auto-ai_rng_low|auto-ai_rosette_strain_gage_gage_orientation|auto-ai_rosette_strain_gage_rosette_meas_type|auto-ai_rosette_strain_gage_rosette_type|auto-ai_rosette_strain_gage_strain_chans|auto-ai_rtd_a|auto-ai_rtd_b|auto-ai_rtd_c|auto-ai_rtd_r0|auto-ai_rtd_r_0|auto-ai_rtd_type|auto-ai_rvdt_sensitivity|auto-ai_rvdt_sensitivity_units|auto-ai_rvdt_units|auto-ai_samp_and_hold_enable|auto-ai_sensor_power_cfg|auto-ai_sensor_power_type|auto-ai_sensor_power_voltage|auto-ai_sound_pressure_db_ref|auto-ai_sound_pressure_max_sound_pressure_lvl|auto-ai_sound_pressure_units|auto-ai_sound_pressured_b_ref|auto-ai_strain_force_read_from_chan|auto-ai_strain_gage_cfg|auto-ai_strain_gage_gage_factor|auto-ai_strain_gage_poisson_ratio|auto-ai_strain_units|auto-ai_teds_is_teds|auto-ai_teds_units|auto-ai_temp_units|auto-ai_term_cfg|auto-ai_thrmcpl_cjc_chan|auto-ai_thrmcpl_cjc_src|auto-ai_thrmcpl_cjc_val|auto-ai_thrmcpl_lead_offset_voltage|auto-ai_thrmcpl_scale_type|auto-ai_thrmcpl_type|auto-ai_thrmstr_a|auto-ai_thrmstr_b|auto-ai_thrmstr_c|auto-ai_thrmstr_r1|auto-ai_thrmstr_r_1|auto-ai_torque_units|auto-ai_usb_xfer_req_count|auto-ai_usb_xfer_req_size|auto-ai_velocity_iepe_sensor_db_ref|auto-ai_velocity_iepe_sensor_sensitivity|auto-ai_velocity_iepe_sensor_sensitivity_units|auto-ai_velocity_iepe_sensord_b_ref|auto-ai_velocity_units|auto-ai_voltage_acrms_units|auto-ai_voltage_db_ref|auto-ai_voltage_units|auto-ai_voltaged_b_ref|auto-pwr_current_dev_scaling_coeff|auto-pwr_current_setpoint|auto-pwr_idle_output_behavior|auto-pwr_output_enable|auto-pwr_output_state|auto-pwr_remote_sense|auto-pwr_voltage_dev_scaling_coeff|auto-pwr_voltage_setpoint,ai_ac_excit_freq|ai_ac_excit_sync_enable|ai_ac_excit_wire_mode|ai_accel_4_wire_dc_voltage_sensitivity|ai_accel_4_wire_dc_voltage_sensitivity_units|ai_accel_charge_sensitivity|ai_accel_charge_sensitivity_units|ai_accel_db_ref|ai_accel_sensitivity|ai_accel_sensitivity_units|ai_accel_units|ai_acceld_b_ref|ai_adc_custom_timing_mode|ai_adc_timing_mode|ai_atten|ai_auto_zero_mode|ai_averaging_win_size|ai_bridge_balance_coarse_pot|ai_bridge_balance_fine_pot|ai_bridge_cfg|ai_bridge_electrical_units|ai_bridge_initial_ratio|ai_bridge_initial_voltage|ai_bridge_nom_resistance|ai_bridge_physical_units|ai_bridge_poly_forward_coeff|ai_bridge_poly_reverse_coeff|ai_bridge_scale_type|ai_bridge_shunt_cal_enable|ai_bridge_shunt_cal_gain_adjust|ai_bridge_shunt_cal_select|ai_bridge_shunt_cal_shunt_cal_a_actual_resistance|ai_bridge_shunt_cal_shunt_cal_a_resistance|ai_bridge_shunt_cal_shunt_cal_a_src|ai_bridge_shunt_cal_shunt_cal_b_actual_resistance|ai_bridge_shunt_cal_shunt_cal_b_resistance|ai_bridge_table_electrical_vals|ai_bridge_table_physical_vals|ai_bridge_two_point_lin_first_electrical_val|ai_bridge_two_point_lin_first_physical_val|ai_bridge_two_point_lin_second_electrical_val|ai_bridge_two_point_lin_second_physical_val|ai_bridge_units|ai_calculated_power_current_max|ai_calculated_power_current_min|ai_calculated_power_voltage_max|ai_calculated_power_voltage_min|ai_charge_units|ai_chop_enable|ai_coupling|ai_current_acrms_units|ai_current_shunt_loc|ai_current_shunt_resistance|ai_current_units|ai_custom_scale|ai_data_xfer_custom_threshold|ai_data_xfer_max_rate|ai_data_xfer_mech|ai_data_xfer_req_cond|ai_dc_offset|ai_dev_scaling_coeff|ai_dig_fltr_bandpass_center_freq|ai_dig_fltr_bandpass_width|ai_dig_fltr_coeff|ai_dig_fltr_enable|ai_dig_fltr_highpass_cutoff_freq|ai_dig_fltr_lowpass_cutoff_freq|ai_dig_fltr_notch_center_freq|ai_dig_fltr_notch_width|ai_dig_fltr_order|ai_dig_fltr_response|ai_dig_fltr_type|ai_dither_enable|ai_eddy_current_prox_sensitivity|ai_eddy_current_prox_sensitivity_units|ai_eddy_current_prox_units|ai_enhanced_alias_rejection_enable|ai_excit_actual_val|ai_excit_d_cor_ac|ai_excit_idle_output_behavior|ai_excit_sense|ai_excit_src|ai_excit_use_for_scaling|ai_excit_use_multiplexed|ai_excit_val|ai_excit_voltage_or_current|ai_filter_delay|ai_filter_delay_adjustment|ai_filter_delay_units|ai_filter_enable|ai_filter_freq|ai_filter_order|ai_filter_response|ai_force_iepe_sensor_sensitivity|ai_force_iepe_sensor_sensitivity_units|ai_force_read_from_chan|ai_force_units|ai_freq_hyst|ai_freq_thresh_voltage|ai_freq_units|ai_gain|ai_impedance|ai_input_limits_fault_detect_enable|ai_input_limits_fault_detect_lower_limit|ai_input_limits_fault_detect_upper_limit|ai_input_src|ai_lead_wire_resistance|ai_lossy_lsb_removal_compressed_samp_size|ai_lowpass_cutoff_freq|ai_lowpass_enable|ai_lowpass_switch_cap_clk_src|ai_lowpass_switch_cap_ext_clk_div|ai_lowpass_switch_cap_ext_clk_freq|ai_lowpass_switch_cap_out_clk_div|ai_lvdt_sensitivity|ai_lvdt_sensitivity_units|ai_lvdt_units|ai_max|ai_meas_type|ai_mem_map_enable|ai_microphone_sensitivity|ai_min|ai_open_chan_detect_enable|ai_open_thrmcpl_detect_enable|ai_overcurrent_detect_enable|ai_power_supply_fault_detect_enable|ai_power_units|ai_pressure_units|ai_probe_atten|ai_raw_data_compression_type|ai_raw_samp_justification|ai_raw_samp_size|ai_remove_filter_delay|ai_resistance_cfg|ai_resistance_units|ai_resolution|ai_resolution_units|ai_rng_high|ai_rng_low|ai_rosette_strain_gage_gage_orientation|ai_rosette_strain_gage_rosette_meas_type|ai_rosette_strain_gage_rosette_type|ai_rosette_strain_gage_strain_chans|ai_rtd_a|ai_rtd_b|ai_rtd_c|ai_rtd_r0|ai_rtd_r_0|ai_rtd_type|ai_rvdt_sensitivity|ai_rvdt_sensitivity_units|ai_rvdt_units|ai_samp_and_hold_enable|ai_sensor_power_cfg|ai_sensor_power_type|ai_sensor_power_voltage|ai_sound_pressure_db_ref|ai_sound_pressure_max_sound_pressure_lvl|ai_sound_pressure_units|ai_sound_pressured_b_ref|ai_strain_force_read_from_chan|ai_strain_gage_cfg|ai_strain_gage_gage_factor|ai_strain_gage_poisson_ratio|ai_strain_units|ai_teds_is_teds|ai_teds_units|ai_temp_units|ai_term_cfg|ai_thrmcpl_cjc_chan|ai_thrmcpl_cjc_src|ai_thrmcpl_cjc_val|ai_thrmcpl_lead_offset_voltage|ai_thrmcpl_scale_type|ai_thrmcpl_type|ai_thrmstr_a|ai_thrmstr_b|ai_thrmstr_c|ai_thrmstr_r1|ai_thrmstr_r_1|ai_torque_units|ai_usb_xfer_req_count|ai_usb_xfer_req_size|ai_velocity_iepe_sensor_db_ref|ai_velocity_iepe_sensor_sensitivity|ai_velocity_iepe_sensor_sensitivity_units|ai_velocity_iepe_sensord_b_ref|ai_velocity_units|ai_voltage_acrms_units|ai_voltage_db_ref|ai_voltage_units|ai_voltaged_b_ref|pwr_current_dev_scaling_coeff|pwr_current_setpoint|pwr_idle_output_behavior|pwr_output_enable|pwr_output_state|pwr_remote_sense|pwr_voltage_dev_scaling_coeff|pwr_voltage_setpoint,570,Uni-Lab-OS/community_drivers/ai_channel/info.txt
